age,gender,category,amount,transaction_hour,days_since_last_txn,is_foreign_country,fraud
58,M,electronics,22.34,16,5,0,0
25,F,fuel,18.86,11,1,0,0
32,F,grocery,26.96,6,6,0,0
20,M,health,9.3,22,3,0,0
75,M,entertainment,85.86,18,4,0,0
53,F,grocery,53.15,10,6,0,0
71,F,online,82.36,12,0,0,0
72,F,clothing,24.46,10,0,0,0
75,F,health,103.21,6,8,0,0
49,M,health,14.21,10,28,0,0
59,F,food,39.91,16,4,0,0
26,F,food,43.42,19,1,0,0
61,F,grocery,121.61,11,23,0,0
63,F,online,97.89,19,0,0,0
63,F,fuel,5.44,18,1,0,0
77,F,grocery,30.64,18,21,0,0
65,M,grocery,13.88,9,11,0,0
59,F,travel,116.12,9,5,0,0
59,F,fuel,57.85,16,11,0,0
79,F,clothing,39.53,18,11,0,0
25,F,fuel,13.73,6,8,0,0
47,M,travel,34.48,19,11,0,0
74,M,entertainment,34.62,4,14,0,0
56,M,grocery,73.07,11,5,0,0
26,M,fuel,321.09,19,15,0,0
29,M,online,27.3,19,0,0,0
33,F,electronics,13.55,10,2,0,0
50,M,online,33.99,8,8,0,0
23,F,grocery,44.94,9,1,0,0
38,M,health,34.82,17,1,0,0
78,F,electronics,37.36,5,0,0,0
26,F,travel,27.19,17,11,0,0
68,F,electronics,54.57,16,9,0,0
18,F,entertainment,21.77,20,7,0,0
48,F,health,114.15,11,5,0,0
61,M,grocery,12.77,17,0,0,0
37,M,online,34.09,9,5,0,0
42,F,food,11.14,9,10,0,0
33,M,food,28.39,20,0,0,0
43,F,atm,46.71,10,0,0,0
35,F,travel,1.42,5,4,1,1
79,M,clothing,66.98,23,2,0,0
40,F,food,77.46,14,2,0,0
70,M,grocery,31.34,12,13,0,0
26,F,clothing,2.98,21,3,0,0
63,M,fuel,732.51,7,1,1,0
51,M,travel,40.08,4,9,1,0
19,M,atm,24.01,10,0,0,0
25,M,food,32.82,18,2,0,0
27,F,food,31.1,21,10,0,0
78,F,food,181.67,20,21,0,0
39,F,electronics,70.83,22,8,0,0
71,M,online,27.83,14,10,0,0
22,F,fuel,11.09,5,2,0,0
76,M,health,79.23,8,0,1,0
53,M,online,14.1,16,12,0,0
61,M,entertainment,31.14,16,27,0,0
53,F,food,42.0,12,4,0,0
50,F,online,7.4,12,0,0,0
50,M,fuel,88.48,20,10,0,0
18,F,health,21.81,19,3,0,0
56,M,online,70.23,18,1,0,0
53,M,travel,79.03,12,9,0,0
49,M,grocery,107.83,9,2,0,0
36,M,grocery,78.94,13,14,0,0
29,F,online,9.23,13,9,0,0
75,M,online,40.23,15,2,0,0
61,M,entertainment,28.78,8,15,0,0
75,M,fuel,34.14,11,8,0,0
51,F,grocery,17.82,7,1,0,0
67,F,food,168.3,11,6,0,0
52,M,food,130.55,13,0,0,0
77,F,food,70.53,5,17,0,0
21,F,grocery,58.5,7,0,0,0
18,F,food,62.27,8,0,0,0
37,F,food,14.99,8,4,0,0
66,M,atm,11.13,18,7,0,0
24,F,grocery,16.32,14,1,0,0
54,F,food,31.16,12,3,0,0
19,F,grocery,37.75,9,2,0,0
74,F,electronics,16.75,9,0,0,0
34,F,grocery,10.96,11,10,0,0
62,M,grocery,8.84,14,10,0,0
41,M,fuel,12.53,1,0,0,0
65,M,fuel,38.57,7,2,0,0
34,M,fuel,9.06,9,14,0,0
30,M,grocery,432.24,17,7,0,0
33,M,online,27.69,22,4,0,0
76,M,clothing,113.41,16,5,0,0
36,M,entertainment,25.37,11,18,0,0
61,F,grocery,46.67,18,5,0,0
31,F,grocery,118.84,23,23,0,0
45,F,online,19.1,8,4,0,0
48,M,entertainment,63.92,9,11,0,0
50,M,atm,38.33,21,19,0,0
51,M,health,39.05,8,0,0,0
72,M,grocery,45.26,8,22,0,0
47,F,travel,54.76,7,2,0,0
37,F,entertainment,52.04,15,3,0,0
46,F,entertainment,72.77,16,8,0,0
73,M,clothing,33.96,12,1,0,0
37,M,atm,16.34,21,2,0,0
69,M,grocery,57.98,9,4,0,0
72,M,grocery,238.01,7,5,0,0
62,F,atm,19.53,10,10,0,0
68,M,online,11.4,13,17,0,0
79,M,travel,64.23,10,4,0,0
38,F,grocery,41.87,7,13,0,0
44,M,health,46.1,15,5,0,0
50,M,travel,350.8,13,0,0,0
22,F,entertainment,35.21,10,5,0,0
65,M,clothing,145.38,8,4,0,0
42,F,health,59.23,10,5,0,0
73,M,food,288.45,14,1,0,0
34,F,grocery,59.99,14,1,0,0
44,F,travel,708.01,23,1,0,1
46,M,grocery,24.46,18,1,1,0
22,M,grocery,37.79,6,18,0,0
52,F,grocery,27.24,19,4,0,0
40,M,health,103.13,8,0,0,0
52,M,grocery,6.44,8,9,0,0
63,M,entertainment,3.86,2,0,0,1
32,M,travel,158.72,16,8,0,0
60,M,clothing,23.81,21,15,0,0
26,F,clothing,336.49,15,1,0,0
36,F,grocery,39.17,12,1,0,0
22,M,grocery,17.5,19,3,0,0
20,F,atm,200.0,1,0,0,1
73,M,food,127.82,16,4,0,0
20,F,grocery,81.43,11,13,0,0
78,F,food,47.03,13,11,0,0
75,M,electronics,88.96,15,4,0,0
28,F,online,59.71,21,3,0,0
44,M,online,22.69,21,0,0,0
44,M,travel,46.82,3,3,0,0
64,M,online,51.6,17,19,0,0
78,F,grocery,3.89,14,9,0,0
21,M,atm,30.72,16,16,0,0
45,F,entertainment,48.05,13,11,0,0
70,F,food,119.48,21,12,0,0
69,F,grocery,245.61,6,7,0,0
32,F,online,31.58,22,17,0,0
62,F,entertainment,16.48,17,10,0,0
51,M,grocery,11.35,16,15,0,0
36,F,food,81.7,9,19,0,0
69,M,travel,34.41,13,1,0,0
20,M,food,42.49,16,0,0,0
59,M,electronics,32.3,7,20,0,0
47,F,grocery,187.14,15,5,0,0
38,F,grocery,83.57,9,4,0,0
26,F,grocery,79.88,19,5,0,0
33,M,online,12.17,9,2,1,0
57,F,clothing,14.41,21,10,0,0
42,M,grocery,44.05,16,7,0,0
23,M,fuel,108.85,17,2,0,0
33,F,online,46.59,6,1,0,0
32,F,clothing,31.67,13,1,0,0
74,F,grocery,172.58,15,3,0,0
29,M,fuel,7.83,11,11,0,0
20,F,grocery,20.53,14,25,0,0
33,F,online,23.53,7,8,0,0
70,M,travel,11.26,20,3,0,0
49,F,online,12.36,12,11,0,0
40,F,clothing,89.8,17,3,0,0
53,M,food,26.38,10,1,0,0
48,F,online,30.95,7,4,0,0
23,M,fuel,63.28,12,1,0,0
39,F,food,45.43,13,1,0,0
59,F,grocery,29.25,15,6,0,0
51,M,grocery,76.26,22,8,0,0
18,M,electronics,74.4,7,0,0,0
32,M,online,211.51,15,11,0,0
23,M,grocery,80.54,10,0,1,0
44,M,food,25.38,14,23,0,0
33,M,food,35.91,19,7,0,0
54,F,electronics,26.5,12,1,0,0
77,F,health,36.59,20,1,0,0
30,F,clothing,89.7,21,3,0,0
52,M,grocery,40.22,22,1,0,0
70,M,food,86.91,9,26,0,0
72,F,online,13.45,9,3,0,0
49,F,grocery,51.8,19,1,0,0
56,M,online,137.3,7,1,0,0
37,M,grocery,169.6,6,1,0,0
33,M,grocery,38.67,12,4,0,0
22,F,travel,45.32,15,9,0,0
25,M,entertainment,110.11,10,1,0,0
63,F,electronics,21.68,10,3,0,0
66,M,travel,19.05,12,5,0,0
31,F,entertainment,29.13,15,2,1,0
36,M,fuel,25.51,8,6,0,0
69,F,grocery,101.55,15,1,0,0
57,M,electronics,95.25,21,0,0,0
65,F,health,89.18,9,9,0,0
64,F,electronics,206.98,12,0,0,0
67,M,grocery,17.91,17,3,0,0
69,F,grocery,36.68,9,2,0,0
44,F,health,88.11,20,2,1,0
33,F,grocery,39.44,11,3,0,0
62,M,entertainment,49.71,8,8,0,0
21,M,online,91.86,22,4,0,0
50,M,food,33.78,16,4,0,0
33,M,grocery,143.84,5,0,1,0
26,F,online,9.53,19,0,0,0
67,F,electronics,28.11,13,13,0,0
48,M,grocery,47.57,9,6,1,0
78,F,food,205.33,18,3,0,0
76,F,grocery,15.95,8,3,0,0
31,F,electronics,13.66,23,3,0,0
56,M,fuel,3.48,12,0,0,0
54,M,online,18.74,19,12,0,0
75,M,online,222.44,16,0,0,0
76,F,travel,47.61,8,12,0,0
42,F,health,13.86,14,2,0,0
61,F,clothing,54.35,8,2,0,0
66,F,clothing,71.74,17,19,0,0
69,F,health,10.27,19,31,0,0
57,M,clothing,76.99,12,4,0,0
73,M,entertainment,4.85,12,1,0,0
26,M,food,5.38,11,19,0,0
62,F,electronics,143.08,5,2,0,0
58,F,fuel,23.48,14,1,0,0
71,F,travel,24.41,10,1,0,0
25,M,food,102.79,21,6,0,0
70,F,food,79.87,10,20,0,0
33,F,online,12.61,12,0,0,0
56,M,electronics,16.94,14,13,0,0
36,M,grocery,4.96,21,29,0,0
29,F,fuel,84.99,7,24,0,0
26,M,grocery,15.71,17,3,0,0
78,F,entertainment,58.09,15,0,0,0
53,F,grocery,27.47,8,12,0,0
51,F,grocery,61.18,16,2,0,0
49,M,clothing,47.24,10,2,0,0
55,M,electronics,24.13,19,3,0,0
49,M,online,23.46,13,4,0,0
20,M,clothing,117.03,8,8,0,0
18,F,fuel,26.35,10,4,0,0
37,M,fuel,52.38,18,7,0,0
57,F,health,40.87,13,1,0,0
21,M,fuel,45.53,6,4,0,0
38,F,grocery,102.74,20,3,0,0
62,F,entertainment,12.18,12,4,0,0
38,F,clothing,61.16,10,3,0,0
32,M,clothing,121.46,6,2,0,0
26,F,fuel,17.59,13,3,0,0
21,F,travel,147.81,8,12,0,0
30,M,fuel,18.73,10,19,0,0
36,F,grocery,12.82,22,5,0,0
78,M,fuel,13.46,17,0,0,0
24,F,online,11.69,22,11,0,0
28,F,electronics,86.62,10,3,0,0
40,M,online,77.4,14,8,0,0
37,F,online,24.19,15,9,1,0
42,F,food,33.68,16,2,0,0
28,M,entertainment,65.9,13,10,0,0
64,F,food,34.12,17,7,0,0
40,F,atm,15.56,10,2,0,0
57,M,clothing,29.2,9,1,0,0
57,M,grocery,88.51,12,15,0,0
24,F,food,47.41,22,5,0,0
78,M,health,73.46,9,3,0,0
61,M,grocery,80.01,7,11,0,0
40,F,grocery,27.28,8,1,0,0
72,F,health,26.53,5,3,0,0
59,M,fuel,34.99,18,5,1,0
46,F,grocery,114.07,17,12,0,0
30,M,travel,200.0,19,1,1,1
29,F,grocery,27.27,10,6,0,0
75,F,grocery,17.24,15,4,0,0
46,M,electronics,22.94,19,7,0,0
72,F,entertainment,59.44,18,8,0,0
60,M,online,175.47,11,2,0,0
55,F,food,167.44,8,2,0,0
36,M,grocery,86.91,18,6,0,0
40,M,grocery,37.16,8,6,0,0
55,M,atm,2.5,3,1,0,1
28,F,food,122.7,7,26,0,0
77,F,food,467.03,11,2,0,0
28,M,travel,9.9,3,11,0,0
51,M,grocery,21.82,16,4,0,0
76,F,grocery,168.26,16,5,0,0
24,M,grocery,19.06,12,5,1,0
36,F,food,60.2,9,47,0,0
66,F,grocery,2.48,10,5,0,0
69,M,health,41.05,18,17,0,0
71,F,travel,1.71,3,1,1,1
55,M,health,6.6,14,2,0,0
28,M,health,103.1,8,6,0,0
32,M,food,53.21,19,8,0,0
48,F,grocery,4.16,13,17,0,0
62,F,health,173.91,21,0,0,0
61,M,fuel,62.13,11,0,0,0
57,M,grocery,69.28,19,0,0,0
73,M,atm,12.16,17,1,0,0
29,M,grocery,101.8,6,0,0,0
33,F,food,9.54,7,3,0,0
26,F,food,48.79,0,25,0,0
35,F,fuel,83.54,7,7,0,0
30,M,food,151.6,10,4,0,0
79,F,electronics,40.64,19,13,0,0
36,F,electronics,22.49,21,1,0,0
19,F,grocery,48.05,7,1,0,0
41,F,food,25.8,7,6,0,0
42,F,health,30.42,12,19,0,0
57,F,online,98.61,17,22,0,0
22,M,health,61.14,7,6,0,0
68,F,health,53.98,9,2,1,0
28,F,online,54.8,14,5,0,0
33,M,food,27.04,9,0,0,0
33,F,food,98.62,20,0,1,0
59,F,online,10.55,16,2,0,0
40,M,travel,16.67,16,15,0,0
26,M,clothing,15.14,22,13,0,0
62,F,entertainment,39.81,13,7,0,0
72,M,electronics,33.74,4,0,0,0
36,M,travel,20.57,8,11,0,0
25,F,grocery,9.07,21,7,0,0
40,M,food,30.02,10,3,0,0
64,M,grocery,12.36,14,1,0,0
74,M,clothing,15.83,11,4,0,0
41,F,food,88.4,5,26,0,0
64,M,online,368.08,9,2,0,0
66,F,fuel,187.4,8,2,0,0
27,F,online,67.76,9,0,1,0
18,F,atm,103.94,1,13,0,0
45,M,electronics,48.04,11,5,0,0
55,M,clothing,37.53,6,4,0,0
77,F,entertainment,24.85,19,5,0,0
57,M,entertainment,52.22,9,22,0,0
49,M,entertainment,41.47,19,4,0,0
57,M,travel,78.67,10,1,0,0
24,M,clothing,39.38,15,21,0,0
72,M,entertainment,11.24,7,2,0,0
38,M,fuel,26.42,17,12,0,0
46,F,clothing,31.4,16,0,0,0
39,F,electronics,91.26,7,14,0,0
59,M,clothing,35.32,1,21,0,0
35,M,grocery,124.64,19,0,0,0
76,M,atm,53.63,1,4,0,0
35,F,health,34.65,12,5,0,0
20,M,fuel,81.57,13,0,0,0
66,F,fuel,120.03,14,8,0,0
35,M,entertainment,150.85,13,16,0,0
21,F,travel,21.76,16,6,0,0
64,F,online,59.58,13,4,0,0
54,F,atm,86.15,18,8,0,0
66,M,online,201.97,14,1,0,0
29,M,grocery,68.47,19,3,0,0
22,M,health,48.25,9,5,1,0
46,M,online,47.4,1,3,0,0
28,F,travel,227.75,17,3,0,0
54,M,online,28.2,18,7,0,0
66,F,fuel,86.73,4,6,0,0
31,F,food,38.4,13,16,0,0
64,F,grocery,60.52,20,1,0,0
58,F,health,68.04,21,3,0,0
68,F,grocery,24.01,8,1,0,0
49,F,entertainment,42.31,14,5,0,0
65,M,clothing,48.7,18,1,0,0
64,M,online,32.45,8,15,1,0
41,M,clothing,30.22,12,19,0,0
57,F,food,31.4,11,2,0,0
31,F,grocery,211.18,14,2,0,0
38,M,clothing,46.25,15,5,0,0
59,F,entertainment,97.88,16,1,0,0
47,F,food,7.2,17,3,0,0
45,M,grocery,74.0,16,6,1,0
27,M,electronics,33.69,12,4,0,0
74,F,grocery,53.59,9,2,0,0
49,M,food,213.26,9,0,0,0
42,M,fuel,73.92,15,6,0,0
41,F,food,54.92,19,4,0,0
50,M,clothing,118.23,14,0,0,0
72,M,grocery,29.97,18,9,0,0
37,F,clothing,38.67,16,1,0,0
28,F,food,14.24,12,1,0,0
46,F,fuel,126.13,14,1,0,0
46,M,travel,7.8,8,0,0,0
27,M,travel,23.83,18,7,0,0
28,M,food,17.5,8,9,0,0
46,F,online,1931.75,18,6,0,0
20,F,atm,38.12,11,7,0,0
68,F,atm,22.15,7,12,0,0
26,M,atm,10.36,8,1,0,0
38,M,health,76.53,21,1,0,0
69,M,atm,101.96,11,2,0,0
26,F,health,76.51,14,5,0,0
79,M,clothing,263.5,11,6,0,0
63,F,health,79.03,19,7,0,0
36,M,clothing,138.14,11,2,0,0
78,F,atm,43.86,18,7,0,0
76,F,health,75.25,17,20,0,0
78,F,health,12.81,7,19,0,0
58,F,atm,37.6,16,3,0,0
51,M,clothing,6.84,15,1,0,0
45,F,online,43.36,19,3,0,0
29,M,health,17.31,12,3,0,0
18,F,fuel,145.84,9,12,0,0
42,F,clothing,25.6,13,0,0,0
66,M,clothing,15.16,13,8,0,0
47,F,health,66.95,9,5,1,0
33,M,clothing,41.71,22,1,0,0
43,M,entertainment,67.68,17,13,0,0
68,M,fuel,114.65,12,8,0,0
21,F,fuel,23.3,9,1,0,0
20,M,fuel,54.8,14,0,0,0
65,M,entertainment,33.31,12,4,1,0
52,M,food,21.16,10,6,0,0
67,M,entertainment,46.09,6,7,1,0
42,M,entertainment,31.95,6,2,0,0
47,F,atm,50.87,13,3,0,0
47,F,health,74.84,17,4,0,0
30,F,online,44.27,20,2,0,0
77,M,grocery,8.13,13,4,0,0
41,F,grocery,30.03,18,21,0,0
29,F,online,17.04,23,2,0,0
20,F,online,425.15,23,2,0,1
23,M,electronics,61.87,16,1,0,0
39,F,clothing,94.35,13,13,0,0
62,F,grocery,55.12,9,1,0,0
33,F,fuel,271.3,9,7,0,0
48,M,grocery,92.08,19,9,0,0
22,F,entertainment,18.33,14,5,1,0
27,M,atm,113.21,11,2,0,0
50,M,health,5.93,17,7,0,0
24,F,grocery,77.56,15,1,0,0
49,M,electronics,10.03,7,1,0,0
60,F,food,930.29,8,5,0,0
55,F,entertainment,158.14,14,1,0,0
60,M,health,157.65,20,4,0,0
31,F,grocery,73.82,8,4,0,0
25,M,entertainment,36.82,22,5,0,0
66,M,entertainment,39.61,20,1,0,0
38,F,entertainment,3.23,11,5,0,0
66,M,clothing,12.89,11,3,0,0
26,F,clothing,55.05,9,14,0,0
39,F,fuel,549.11,8,7,0,0
22,F,entertainment,14.36,18,14,0,0
19,M,entertainment,87.12,8,0,0,0
62,M,entertainment,5.32,16,5,0,0
37,F,clothing,17.38,17,4,0,0
22,M,online,1.18,10,5,1,0
67,M,electronics,25.79,9,7,0,0
23,M,grocery,36.02,2,2,0,0
45,M,grocery,61.81,9,0,0,0
78,F,entertainment,50.66,1,5,0,0
23,M,online,64.6,6,0,0,0
64,F,grocery,112.99,20,2,0,0
19,M,grocery,46.49,5,4,0,0
63,M,travel,20.37,22,0,0,0
66,F,travel,28.98,10,2,0,0
31,M,grocery,30.77,13,13,0,0
31,F,clothing,70.8,9,9,0,0
33,F,online,260.6,17,3,0,0
75,M,food,25.58,15,6,0,0
44,F,grocery,23.88,12,4,0,0
65,M,food,92.4,14,1,0,0
20,F,clothing,42.41,7,4,0,0
54,F,food,74.11,10,0,0,0
65,F,health,93.26,13,2,0,0
35,M,clothing,28.66,20,1,0,0
22,F,clothing,92.34,20,6,0,0
44,F,online,114.63,17,2,0,0
77,M,clothing,18.17,20,6,0,0
57,M,grocery,47.06,10,4,0,0
20,M,grocery,31.01,6,14,0,0
29,M,food,28.26,17,3,0,0
58,F,clothing,24.83,12,8,0,0
78,F,fuel,33.87,11,6,0,0
20,F,online,25.64,9,8,0,0
30,F,travel,69.41,19,8,0,0
78,M,online,17.83,5,1,0,0
51,M,fuel,34.98,12,4,0,0
37,F,atm,190.08,12,0,0,0
69,M,grocery,3.59,12,0,0,0
22,M,grocery,61.18,13,18,0,0
21,M,travel,121.22,18,22,0,0
61,F,grocery,21.62,21,0,0,0
43,M,fuel,28.78,17,7,0,0
18,F,clothing,83.12,7,8,0,0
57,M,food,10.89,11,0,0,0
19,F,entertainment,10.65,8,3,0,0
36,F,grocery,6.84,18,9,0,0
73,M,grocery,278.38,14,9,0,0
34,F,entertainment,31.19,15,5,0,0
71,F,entertainment,24.08,12,8,0,0
72,M,grocery,185.67,11,0,0,0
73,M,travel,21.44,12,9,0,0
66,F,food,14.14,9,21,0,0
67,M,grocery,3.57,14,1,0,0
42,M,grocery,65.9,13,11,0,0
51,M,electronics,42.95,8,4,0,0
70,M,health,35.39,19,3,0,0
52,M,online,30.53,0,13,0,0
33,M,travel,322.65,6,7,0,0
36,F,grocery,24.41,10,2,0,0
71,F,electronics,203.86,17,3,0,0
59,F,grocery,54.07,10,0,0,0
58,M,health,143.18,5,21,0,0
73,F,health,67.61,7,2,0,0
33,M,online,65.3,13,2,0,0
20,F,clothing,17.32,12,0,0,0
61,M,food,398.25,9,4,1,0
41,M,atm,73.8,9,5,0,0
55,F,entertainment,27.32,18,13,0,0
29,M,clothing,18.16,8,10,0,0
34,F,atm,67.03,14,9,0,0
44,F,food,60.59,14,9,0,0
76,F,fuel,10.46,16,1,0,0
63,M,health,8.99,10,8,0,0
31,M,health,82.45,20,1,0,0
60,F,online,21.66,12,18,0,0
24,M,online,55.52,11,1,0,0
58,F,atm,48.83,9,6,0,0
30,F,grocery,29.37,6,7,0,0
58,M,food,262.69,7,27,0,0
67,F,food,5.23,20,1,0,0
60,F,travel,17.0,19,15,0,0
44,F,food,75.27,17,1,0,0
23,M,online,106.55,15,8,0,0
22,F,entertainment,170.07,1,2,0,0
36,F,grocery,15.02,12,16,0,0
49,M,food,35.31,5,0,0,0
36,F,electronics,200.0,1,0,0,1
26,M,food,208.59,8,12,0,0
74,F,grocery,52.32,9,3,0,0
60,F,electronics,115.96,8,7,0,0
43,F,electronics,35.31,18,2,0,0
31,M,grocery,28.99,7,8,0,0
76,M,grocery,32.95,22,13,1,0
30,M,grocery,27.65,1,6,0,0
62,M,grocery,56.45,10,4,0,0
60,M,fuel,19.89,9,4,0,0
50,M,online,127.02,18,0,1,0
71,F,fuel,20.36,12,3,0,0
28,F,clothing,36.57,13,0,0,0
41,M,health,86.35,19,8,0,0
41,F,health,48.65,8,7,0,0
47,M,travel,33.48,20,1,0,0
33,F,online,13.64,18,25,0,0
22,M,food,35.52,14,0,0,0
71,M,travel,19.12,9,17,0,0
70,M,travel,83.86,16,10,1,0
47,F,travel,19.08,19,6,1,0
54,M,online,15.49,6,0,0,0
40,M,food,7.8,6,4,0,0
70,F,entertainment,101.22,17,4,0,0
36,M,clothing,54.76,6,13,0,0
47,F,electronics,84.03,13,33,0,0
44,F,grocery,167.7,10,0,0,0
72,F,food,46.63,18,16,0,0
62,F,electronics,40.33,13,5,0,0
76,F,grocery,40.79,11,17,0,0
18,F,fuel,67.2,8,0,0,0
25,F,entertainment,67.8,20,19,0,0
45,F,electronics,16.27,17,6,0,0
58,F,fuel,38.95,10,2,0,0
38,F,online,26.28,6,17,0,0
74,M,electronics,101.43,4,3,0,0
72,F,entertainment,12.67,8,18,0,0
47,M,health,131.36,17,30,0,0
46,M,grocery,46.73,5,0,0,0
38,M,travel,40.27,13,7,0,0
68,M,health,44.78,19,3,0,0
78,M,food,63.33,18,2,0,0
78,M,fuel,61.18,18,16,0,0
75,F,fuel,36.72,11,3,0,0
51,M,grocery,46.18,2,3,1,0
52,M,grocery,102.19,5,13,0,0
18,F,grocery,212.9,6,4,0,0
74,F,food,41.77,6,0,0,0
77,F,grocery,51.68,17,6,0,0
73,M,electronics,6.43,16,1,0,0
42,F,food,23.06,19,3,0,0
43,M,food,26.82,19,0,0,0
51,M,atm,176.31,16,2,0,0
24,F,grocery,20.38,18,11,1,0
73,F,health,243.56,9,10,0,0
45,F,grocery,80.11,15,0,0,0
18,M,grocery,8.44,11,0,0,0
26,M,health,34.19,10,2,0,0
30,F,electronics,97.39,10,3,0,0
63,M,clothing,186.05,12,15,0,0
31,F,grocery,119.67,13,1,0,0
76,M,grocery,33.44,6,6,0,0
71,M,clothing,36.04,20,2,0,0
26,M,travel,200.0,12,0,1,1
24,F,fuel,47.24,20,2,0,0
25,M,grocery,16.87,14,8,0,0
28,M,fuel,19.44,6,1,0,0
51,M,grocery,25.89,14,6,0,0
74,M,food,34.7,9,5,0,0
53,M,travel,84.32,12,20,0,0
68,F,food,66.86,18,0,0,0
69,F,clothing,13.36,14,35,0,0
37,M,entertainment,23.38,14,5,0,0
44,F,clothing,40.55,9,5,0,0
37,M,electronics,198.67,9,8,0,0
39,M,electronics,56.73,18,6,0,0
70,M,entertainment,410.33,21,5,0,0
26,M,food,43.31,9,2,0,0
53,F,food,38.07,15,6,0,0
26,F,fuel,4.8,1,10,0,0
43,M,food,5.81,15,23,0,0
58,F,food,65.7,12,0,0,0
64,F,entertainment,10.81,19,0,0,0
44,F,grocery,12.51,9,9,0,0
78,F,clothing,58.12,15,5,0,0
58,F,food,5.25,19,2,0,0
30,F,travel,47.47,12,11,0,0
74,F,travel,121.76,21,9,0,0
20,F,health,11.23,16,13,0,0
52,M,grocery,31.0,23,5,0,0
32,F,online,208.39,17,6,0,0
45,F,grocery,178.89,19,1,0,0
24,F,food,62.6,17,1,0,0
50,M,grocery,67.4,13,8,0,0
60,M,atm,54.11,20,2,0,0
42,F,electronics,133.83,9,3,0,0
46,M,clothing,318.18,9,8,0,0
46,F,fuel,232.26,6,5,0,0
43,M,online,26.8,19,1,0,0
48,M,atm,41.24,11,3,0,0
48,M,health,55.43,7,1,0,0
27,M,fuel,204.87,10,1,0,0
67,M,grocery,74.56,12,0,0,0
50,F,grocery,21.13,10,9,0,0
41,F,clothing,82.07,14,0,0,0
75,F,grocery,41.8,1,0,0,0
70,F,online,65.45,20,3,0,0
59,F,grocery,21.94,15,37,0,0
28,M,clothing,201.09,7,20,0,0
71,M,food,135.16,12,6,0,0
26,M,health,22.0,12,4,0,0
48,F,online,34.89,6,9,1,0
50,F,clothing,10.69,15,13,0,0
37,F,health,15.8,8,0,1,0
63,M,grocery,341.2,10,8,0,0
66,F,travel,180.67,10,11,0,0
53,F,electronics,42.6,16,8,0,0
68,F,food,121.74,13,15,0,0
77,M,grocery,153.56,10,0,0,0
22,F,fuel,7.85,13,0,0,0
23,F,online,101.5,18,6,0,0
61,M,travel,14.23,17,19,0,0
57,M,health,24.45,10,6,0,0
75,M,travel,50.54,10,4,0,0
60,F,health,124.58,12,9,0,0
64,F,clothing,95.07,8,3,0,0
68,M,food,16.31,15,17,0,0
28,F,clothing,114.44,14,3,0,0
60,M,travel,32.04,7,25,0,0
23,M,health,55.17,9,0,0,0
50,F,food,85.33,5,0,0,0
45,M,fuel,109.06,10,0,0,0
40,M,health,35.28,11,5,0,0
18,F,clothing,40.3,15,6,0,0
65,M,electronics,27.31,20,2,0,0
62,F,grocery,7.64,6,6,0,0
79,F,travel,17.01,8,0,0,0
57,F,grocery,5.41,18,13,0,0
36,M,clothing,104.88,11,1,0,0
30,F,health,122.71,8,29,1,0
44,F,entertainment,51.5,8,9,0,0
38,F,electronics,51.82,9,4,0,0
62,M,fuel,32.95,11,11,0,0
52,M,food,56.76,14,20,0,0
37,M,fuel,157.23,16,3,0,0
61,F,electronics,3.89,20,15,0,0
24,M,entertainment,16.05,8,4,0,0
50,F,food,53.19,16,8,0,0
68,F,online,27.77,18,1,0,0
26,M,electronics,4.99,22,22,0,0
51,M,grocery,56.52,20,4,0,0
76,F,entertainment,18.89,17,2,0,0
47,M,online,150.73,4,15,0,0
29,M,food,17.52,12,3,0,0
72,F,atm,25.86,14,15,0,0
75,M,food,108.75,10,6,0,0
22,M,electronics,42.78,18,8,0,0
34,F,travel,93.75,18,9,0,0
60,M,grocery,37.05,9,4,0,0
72,F,clothing,7.22,22,0,0,0
79,F,atm,27.85,11,0,0,0
65,F,grocery,111.73,13,1,1,0
33,F,health,156.13,8,4,0,0
66,M,fuel,38.66,15,4,0,0
76,F,fuel,65.22,6,7,0,0
48,F,travel,12.93,19,5,0,0
30,F,fuel,66.38,10,0,0,0
31,F,food,10.95,6,1,0,0
69,F,atm,54.14,11,1,0,0
25,M,health,47.27,6,6,0,0
43,F,clothing,55.2,9,14,0,0
68,M,entertainment,14.07,11,13,0,0
36,M,clothing,28.27,19,0,0,0
26,F,atm,97.78,9,6,0,0
24,M,online,55.97,22,0,0,0
58,M,fuel,53.16,14,3,0,0
20,F,grocery,47.49,6,1,0,0
24,M,entertainment,28.28,20,23,0,0
38,M,food,16.86,20,7,0,0
57,M,fuel,79.35,15,2,0,0
48,F,food,223.38,13,20,0,0
70,F,grocery,31.69,12,0,0,0
71,F,online,43.55,6,5,0,0
55,F,health,7.04,18,0,0,0
59,M,fuel,53.88,13,8,0,0
23,M,health,15.98,10,6,0,0
71,M,food,22.03,11,7,0,0
35,M,grocery,54.67,20,1,0,0
70,M,entertainment,77.41,12,16,0,0
51,M,travel,61.62,18,5,0,0
45,F,food,189.5,16,3,0,0
49,M,travel,38.07,22,0,0,0
51,F,grocery,109.55,13,6,0,0
47,M,grocery,127.47,18,3,0,0
33,M,health,23.39,11,2,0,0
33,M,health,35.27,11,6,0,0
54,F,health,47.6,9,9,0,0
27,M,online,9.16,20,1,0,0
38,M,grocery,43.06,9,6,0,0
